frame.number,frame.time_relative,usb.endpoint_address,usb.transfer_type,usb.urb_type,usb.urb_id,usb.urb_status,usb.data_len,usb.setup.bRequest,usb.setup.wValue,usb.setup.wIndex,usb.setup.wLength,usb.capdata
"1","0.000000000","0x80","0x02","'S'","0xffff8ce91037e9c0","-115","0","6",,,"18",
"2","0.000226000","0x80","0x02","'C'","0xffff8ce91037e9c0","0","18",,,,,
"3","0.000246000","0x80","0x02","'S'","0xffff8ce91037e9c0","-115","0","6",,,"9",
"4","0.000265000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"5","0.000266000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"6","0.000491000","0x80","0x02","'C'","0xffff8ce91037e9c0","0","9",,,,,
"7","0.000517000","0x80","0x02","'S'","0xffff8ce91037e9c0","-115","0","6",,,"511",
"8","0.001041000","0x80","0x02","'C'","0xffff8ce91037e9c0","0","511",,,,,
"14","0.001246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"15","0.001247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"16","0.002246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"17","0.002247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"18","0.003247000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"19","0.003248000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"20","0.004258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"21","0.004258000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"22","0.005246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"23","0.005247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"24","0.006232000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"25","0.006233000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"26","0.007235000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"27","0.007236000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"28","0.008247000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"29","0.008248000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"30","0.009246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"31","0.009247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"32","0.010250000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"33","0.010251000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"34","0.011246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"35","0.011247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"36","0.012246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"37","0.012247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"38","0.013230000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"39","0.013231000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"40","0.014246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"41","0.014247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"42","0.015246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"43","0.015247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"44","0.016249000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"45","0.016249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"46","0.017246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"47","0.017247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"48","0.018246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"49","0.018247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"50","0.019246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"51","0.019247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"52","0.020246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"53","0.020247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"54","0.021252000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"55","0.021252000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"56","0.022248000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"57","0.022249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"58","0.023234000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"59","0.023236000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"60","0.024234000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"61","0.024235000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"62","0.025231000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"63","0.025232000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"64","0.026248000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"65","0.026249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"66","0.027246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"67","0.027247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"68","0.028262000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"69","0.028263000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"70","0.029257000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"71","0.029258000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"72","0.030262000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"73","0.030262000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"74","0.031252000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"75","0.031253000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"76","0.032243000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"77","0.032243000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"78","0.033246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"79","0.033247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"80","0.034246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"81","0.034247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"82","0.035246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"83","0.035247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"84","0.036247000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"85","0.036247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"86","0.037246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"87","0.037246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"88","0.038285000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"89","0.038285000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"90","0.039232000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"91","0.039233000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"92","0.040234000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"93","0.040236000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"94","0.041246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"95","0.041246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"96","0.042246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"97","0.042247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"101","0.043231000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"102","0.043231000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"103","0.044259000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"104","0.044259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"105","0.045259000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"106","0.045260000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"107","0.046230000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"108","0.046231000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"109","0.047230000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"110","0.047231000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"111","0.048230000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"112","0.048231000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"113","0.049230000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"114","0.049231000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"115","0.050261000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"116","0.050262000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"117","0.051246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"118","0.051247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"119","0.052246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"120","0.052247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"121","0.053258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"122","0.053259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"123","0.054261000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"124","0.054261000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"125","0.055246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"126","0.055246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"127","0.056231000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"128","0.056233000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"129","0.057246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"130","0.057248000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"131","0.058230000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"132","0.058231000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"133","0.059257000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"134","0.059257000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"135","0.060263000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"136","0.060264000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"137","0.061258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"138","0.061259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"139","0.062253000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"140","0.062253000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"141","0.063259000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"142","0.063259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"143","0.064261000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"144","0.064262000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"145","0.065261000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"146","0.065262000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"147","0.066261000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"148","0.066261000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"149","0.067258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"150","0.067259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"151","0.068258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"152","0.068259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"153","0.069258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"154","0.069259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"155","0.070258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"156","0.070259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"157","0.071261000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"158","0.071261000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"159","0.072230000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"160","0.072230000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"161","0.073233000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"162","0.073234000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"163","0.074248000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"164","0.074249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"165","0.075256000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"166","0.075256000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"167","0.076262000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"168","0.076263000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"169","0.077260000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"170","0.077260000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"171","0.078262000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"172","0.078263000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"173","0.079258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"174","0.079259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"175","0.080261000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"176","0.080261000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"177","0.081258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"178","0.081259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"179","0.082248000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"180","0.082249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"181","0.083258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"182","0.083259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"187","0.084258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"188","0.084259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"189","0.085262000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"190","0.085262000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"191","0.086259000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"192","0.086259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"193","0.087261000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"194","0.087261000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"195","0.088259000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"196","0.088260000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"197","0.089232000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"198","0.089233000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"199","0.090238000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"200","0.090240000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"201","0.091231000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"202","0.091231000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"203","0.092231000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"204","0.092232000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"205","0.093246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"206","0.093246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"207","0.094264000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"208","0.094264000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"215","0.095258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"216","0.095259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"217","0.096258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"218","0.096259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"221","0.097258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"222","0.097259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"223","0.098258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"224","0.098259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"230","0.099262000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"231","0.099262000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"232","0.100258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"233","0.100259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"236","0.101245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"237","0.101246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"238","0.102249000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"239","0.102250000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"242","0.103258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"243","0.103259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"246","0.104260000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"247","0.104261000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"248","0.105246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"249","0.105246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"256","0.106229000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"257","0.106230000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"270","0.107230000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"272","0.107230000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"273","0.108231000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"274","0.108232000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"275","0.109256000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"276","0.109257000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"277","0.110265000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"278","0.110266000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"279","0.111258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"280","0.111259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"281","0.112258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"282","0.112259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"283","0.113258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"284","0.113259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"285","0.114245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"286","0.114247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"287","0.115258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"288","0.115259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"289","0.116258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"290","0.116260000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"291","0.117258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"292","0.117259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"293","0.118259000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"294","0.118260000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"295","0.119258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"296","0.119259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"297","0.120258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"298","0.120259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"299","0.121260000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"300","0.121261000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"301","0.122229000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"302","0.122230000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"303","0.123232000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"304","0.123234000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"305","0.124233000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"306","0.124236000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"307","0.125230000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"308","0.125231000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"309","0.126258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"310","0.126259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"311","0.127258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"312","0.127276000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"313","0.128260000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"314","0.128261000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"315","0.129283000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"316","0.129284000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"317","0.130260000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"318","0.130262000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"319","0.131282000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"320","0.131284000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"321","0.132256000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"322","0.132260000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"323","0.133256000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"324","0.133259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"325","0.134258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"326","0.134261000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"327","0.135265000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"328","0.135267000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"329","0.136258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"330","0.136260000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"331","0.137260000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"332","0.137263000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"333","0.138258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"334","0.138260000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"335","0.139230000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"336","0.139231000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"337","0.140233000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"338","0.140235000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"339","0.141259000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"340","0.141260000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"341","0.142246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"342","0.142247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"343","0.143242000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"344","0.143243000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"345","0.144284000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"346","0.144285000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"347","0.145263000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"348","0.145264000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"349","0.146258000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"350","0.146259000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"351","0.147257000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
